id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
192.168.1.195,53820,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53824,185.244.25.235,6667,tcp,,3.109735,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53822,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53826,185.244.25.235,6667,tcp,,3.156208,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53824,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53766,185.244.25.235,6667,tcp,irc,32.871262,62.0,260.0,S3,0,ShAdDaf,8,486,7,632,Malicious
192.168.1.195,53828,185.244.25.235,6667,tcp,,3.106984,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53828,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53830,185.244.25.235,6667,tcp,,3.104727,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53830,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53832,185.244.25.235,6667,tcp,,3.101468,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53832,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53834,185.244.25.235,6667,tcp,,3.098484,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53774,185.244.25.235,6667,tcp,irc,38.153491,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,53776,185.244.25.235,6667,tcp,irc,36.769541,62.0,269.0,S3,0,ShAdDaf,9,554,6,589,Malicious
192.168.1.195,53834,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53836,185.244.25.235,6667,tcp,,3.094986,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53836,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53840,185.244.25.235,6667,tcp,,3.089721,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53840,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53782,185.244.25.235,6667,tcp,irc,39.459748,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,53846,185.244.25.235,6667,tcp,,3.112999,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53846,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53790,185.244.25.235,6667,tcp,irc,38.149741,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,53792,185.244.25.235,6667,tcp,irc,40.887685,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,53852,185.244.25.235,6667,tcp,,3.099476,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53854,185.244.25.235,6667,tcp,,3.08724,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53852,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53856,185.244.25.235,6667,tcp,,3.097249,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53854,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53856,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53794,185.244.25.235,6667,tcp,irc,38.871335,62.0,269.0,S3,0,ShAdDaft,9,566,6,589,Malicious
192.168.1.195,53796,185.244.25.235,6667,tcp,irc,33.81996,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,53798,185.244.25.235,6667,tcp,irc,37.225772,62.0,269.0,S3,0,ShAdDaft,9,558,6,589,Malicious
192.168.1.195,53804,185.244.25.235,6667,tcp,irc,34.629767,62.0,269.0,S3,0,ShAdDaf,8,486,6,589,Malicious
192.168.1.195,53806,185.244.25.235,6667,tcp,irc,32.109939,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,53870,185.244.25.235,6667,tcp,,3.142959,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53870,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53872,185.244.25.235,6667,tcp,,3.139207,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53808,185.244.25.235,6667,tcp,irc,35.811332,62.0,269.0,S3,0,ShAdDaf,8,494,6,589,Malicious
192.168.1.195,53872,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53876,185.244.25.235,6667,tcp,,3.137211,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53876,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53882,185.244.25.235,6667,tcp,,3.128217,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53882,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53884,185.244.25.235,6667,tcp,,3.12547,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53886,185.244.25.235,6667,tcp,,3.154701,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53884,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53826,185.244.25.235,6667,tcp,irc,39.780085,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,53886,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53890,185.244.25.235,6667,tcp,,3.151701,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53890,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53892,185.244.25.235,6667,tcp,,3.139707,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53892,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53894,185.244.25.235,6667,tcp,,3.13746,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,123,89.221.210.188,123,udp,,,,,S0,0,D,1,76,0,0,Benign
192.168.1.195,53894,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53896,185.244.25.235,6667,tcp,,3.088259,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53838,185.244.25.235,6667,tcp,irc,33.554118,62.0,269.0,S3,0,ShAdDaf,8,494,6,589,Malicious
192.168.1.195,53896,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53900,185.244.25.235,6667,tcp,,3.085482,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53900,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53842,185.244.25.235,6667,tcp,irc,34.577493,62.0,269.0,S3,0,ShAdDaf,8,494,6,589,Malicious
192.168.1.195,53902,185.244.25.235,6667,tcp,,3.081475,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53902,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53904,185.244.25.235,6667,tcp,,3.15446,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53844,185.244.25.235,6667,tcp,irc,35.36259,62.0,269.0,S3,0,ShAdDaf,9,554,6,589,Malicious
192.168.1.195,53904,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53848,185.244.25.235,6667,tcp,irc,36.049942,62.0,269.0,S3,0,ShAdDaf,9,554,6,589,Malicious
192.168.1.195,53850,185.244.25.235,6667,tcp,irc,33.189572,62.0,269.0,S3,0,ShAdDaf,8,494,6,589,Malicious
192.168.1.195,53914,185.244.25.235,6667,tcp,,3.115716,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53858,185.244.25.235,6667,tcp,irc,33.673793,62.0,269.0,S3,0,ShAdDaf,9,546,6,589,Malicious
192.168.1.195,53860,185.244.25.235,6667,tcp,irc,35.863052,62.0,269.0,S3,0,ShAdDaf,9,554,6,589,Malicious
192.168.1.195,53920,185.244.25.235,6667,tcp,,3.153453,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53862,185.244.25.235,6667,tcp,irc,33.218558,62.0,269.0,S3,0,ShAdDaf,8,494,6,589,Malicious
192.168.1.195,53920,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53922,185.244.25.235,6667,tcp,,3.149198,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53864,185.244.25.235,6667,tcp,irc,34.735443,62.0,269.0,S3,0,ShAdDaf,8,494,6,589,Malicious
192.168.1.195,53866,185.244.25.235,6667,tcp,irc,32.862512,62.0,269.0,S3,0,ShAdDaf,8,494,6,589,Malicious
192.168.1.195,53868,185.244.25.235,6667,tcp,irc,32.817287,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,53874,185.244.25.235,6667,tcp,irc,33.514895,62.0,269.0,S3,0,ShAdDaf,9,546,6,589,Malicious
192.168.1.195,53930,185.244.25.235,6667,tcp,,3.120472,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53930,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53932,185.244.25.235,6667,tcp,,3.116223,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53878,185.244.25.235,6667,tcp,irc,33.63032,62.0,260.0,S3,0,ShAdDaf,10,610,8,684,Malicious
192.168.1.195,53880,185.244.25.235,6667,tcp,irc,35.630938,62.0,269.0,S3,0,ShAdDaf,9,554,6,589,Malicious
192.168.1.195,123,147.231.100.5,123,udp,,,,,S0,0,D,1,76,0,0,Benign
192.168.1.195,53936,185.244.25.235,6667,tcp,,3.095487,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53938,185.244.25.235,6667,tcp,,3.121209,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53936,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53940,185.244.25.235,6667,tcp,,3.09274,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53938,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53888,185.244.25.235,6667,tcp,irc,33.121633,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,53942,185.244.25.235,6667,tcp,,3.117942,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53940,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53942,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53946,185.244.25.235,6667,tcp,,3.088999,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53946,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53948,185.244.25.235,6667,tcp,,3.082244,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53948,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,123,195.113.144.201,123,udp,,,,,S0,0,D,1,76,0,0,Benign
192.168.1.195,53898,185.244.25.235,6667,tcp,irc,33.095127,62.0,269.0,S3,0,ShAdDaf,8,486,6,589,Malicious
192.168.1.195,123,82.113.53.40,123,udp,,,,,S0,0,D,1,76,0,0,Benign
192.168.1.195,123,147.231.100.5,123,udp,,,,,S0,0,D,1,76,0,0,Benign
192.168.1.195,53952,185.244.25.235,6667,tcp,,3.115225,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53952,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53954,185.244.25.235,6667,tcp,,3.113227,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53954,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53956,185.244.25.235,6667,tcp,,3.110969,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53956,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53906,185.244.25.235,6667,tcp,irc,36.111411,62.0,269.0,S3,0,ShAdDaf,9,554,6,589,Malicious
192.168.1.195,53908,185.244.25.235,6667,tcp,irc,32.965701,62.0,269.0,S3,0,ShAdDaft,8,506,6,589,Malicious
192.168.1.195,123,195.113.144.201,123,udp,,,,,S0,0,D,1,76,0,0,Benign
192.168.1.195,123,82.113.53.40,123,udp,,,,,S0,0,D,1,76,0,0,Benign
192.168.1.195,123,147.231.100.5,123,udp,,,,,S0,0,D,1,76,0,0,Benign
192.168.1.195,53910,185.244.25.235,6667,tcp,irc,33.268781,62.0,269.0,S3,0,ShAdDaf,8,494,6,589,Malicious
192.168.1.195,53964,185.244.25.235,6667,tcp,,3.09149,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53912,185.244.25.235,6667,tcp,irc,36.070183,62.0,269.0,S3,0,ShAdDaf,9,554,6,589,Malicious
192.168.1.195,53964,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53966,185.244.25.235,6667,tcp,,3.089497,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53966,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53968,185.244.25.235,6667,tcp,,3.082475,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53968,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53970,185.244.25.235,6667,tcp,,3.159216,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,123,78.108.102.237,123,udp,,,,,S0,0,D,1,76,0,0,Benign
192.168.1.195,53970,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53974,185.244.25.235,6667,tcp,,3.156961,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53914,185.244.25.235,6667,tcp,irc,33.369972,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,53916,185.244.25.235,6667,tcp,irc,36.643106,62.0,269.0,S3,0,ShAdDaf,9,554,6,589,Malicious
192.168.1.195,53974,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53976,185.244.25.235,6667,tcp,,3.151205,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,123,195.113.144.201,123,udp,,,,,S0,0,D,1,76,0,0,Benign
192.168.1.195,53976,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53978,185.244.25.235,6667,tcp,,3.148717,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,123,82.113.53.40,123,udp,,,,,S0,0,D,1,76,0,0,Benign
192.168.1.195,53978,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53982,185.244.25.235,6667,tcp,,3.146465,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53918,185.244.25.235,6667,tcp,irc,33.173844,62.0,269.0,S3,0,ShAdDaf,8,494,6,589,Malicious
192.168.1.195,53982,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53922,185.244.25.235,6667,tcp,irc,33.279774,62.0,269.0,S3,0,ShAdDaf,8,486,6,589,Malicious
192.168.1.195,53986,185.244.25.235,6667,tcp,,3.113723,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53924,185.244.25.235,6667,tcp,irc,35.560739,62.0,269.0,S3,0,ShAdDaf,9,554,6,589,Malicious
192.168.1.195,53986,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53988,185.244.25.235,6667,tcp,,3.08799,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53926,185.244.25.235,6667,tcp,irc,36.08144,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,53928,185.244.25.235,6667,tcp,irc,35.173946,62.0,269.0,S3,0,ShAdDaf,8,494,6,589,Malicious
192.168.1.195,53992,185.244.25.235,6667,tcp,,3.147456,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53994,185.244.25.235,6667,tcp,,3.135224,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53992,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,123,77.78.107.252,123,udp,,,,,S0,0,D,1,76,0,0,Benign
192.168.1.195,53932,185.244.25.235,6667,tcp,irc,32.790037,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,53934,185.244.25.235,6667,tcp,irc,36.537918,62.0,269.0,S3,0,ShAdDaf,9,554,6,589,Malicious
192.168.1.195,54004,185.244.25.235,6667,tcp,,3.159433,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53944,185.244.25.235,6667,tcp,irc,31.929285,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,54004,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,123,77.78.107.252,123,udp,,,,,S0,0,D,1,76,0,0,Benign
192.168.1.195,53950,185.244.25.235,6667,tcp,irc,36.068683,62.0,269.0,S3,0,ShAdDaf,9,554,6,589,Malicious
192.168.1.195,54008,185.244.25.235,6667,tcp,,3.089748,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,54008,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,54012,185.244.25.235,6667,tcp,,3.087254,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,54012,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,54014,185.244.25.235,6667,tcp,,3.080727,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,54014,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,54016,185.244.25.235,6667,tcp,,3.157933,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53958,185.244.25.235,6667,tcp,irc,37.229539,62.0,269.0,S3,0,ShAdDaf,10,606,6,589,Malicious
192.168.1.195,53960,185.244.25.235,6667,tcp,irc,36.218841,62.0,269.0,S3,0,ShAdDaf,10,606,6,589,Malicious
192.168.1.195,123,77.78.107.252,123,udp,,,,,S0,0,D,1,76,0,0,Benign
192.168.1.195,54018,185.244.25.235,6667,tcp,,3.129467,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,54018,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,54020,185.244.25.235,6667,tcp,,3.124978,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,54020,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53962,185.244.25.235,6667,tcp,irc,36.823753,62.0,269.0,S3,0,ShAdDaf,9,554,6,589,Malicious
192.168.1.195,54026,185.244.25.235,6667,tcp,,3.157204,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,54026,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53972,185.244.25.235,6667,tcp,irc,33.294016,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,54028,185.244.25.235,6667,tcp,,3.113977,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53980,185.244.25.235,6667,tcp,irc,37.002906,62.0,269.0,S3,0,ShAdDaf,9,554,6,589,Malicious
192.168.1.195,54032,185.244.25.235,6667,tcp,,3.093487,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,54034,185.244.25.235,6667,tcp,,3.095747,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53984,185.244.25.235,6667,tcp,irc,33.221553,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,54034,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,54036,185.244.25.235,6667,tcp,,3.093484,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,54036,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,54038,185.244.25.235,6667,tcp,,3.090987,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,54038,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53990,185.244.25.235,6667,tcp,irc,33.047153,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,54042,185.244.25.235,6667,tcp,,3.083743,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53988,185.244.25.235,6667,tcp,irc,31.38985,62.0,260.0,S3,0,ShAdDaf,8,486,7,632,Malicious
192.168.1.195,54044,185.244.25.235,6667,tcp,,3.139465,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53994,185.244.25.235,6667,tcp,irc,32.059717,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,53996,185.244.25.235,6667,tcp,irc,35.74087,62.0,269.0,S3,0,ShAdDaf,9,554,6,589,Malicious
192.168.1.195,54044,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,54046,185.244.25.235,6667,tcp,,3.137211,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,53998,185.244.25.235,6667,tcp,irc,33.724771,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,54000,185.244.25.235,6667,tcp,irc,33.267781,62.0,269.0,S3,0,ShAdDaf,9,558,7,641,Malicious
192.168.1.195,54002,185.244.25.235,6667,tcp,irc,36.290816,62.0,269.0,S3,0,ShAdDaf,11,720,6,589,Malicious
192.168.1.195,54006,185.244.25.235,6667,tcp,irc,32.737099,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,54010,185.244.25.235,6667,tcp,irc,34.988796,62.0,269.0,S3,0,ShAdDaf,9,554,6,589,Malicious
192.168.1.195,35321,192.168.1.1,53,udp,dns,5.001647,78.0,0.0,S0,0,D,2,134,0,0,Benign
192.168.1.195,45039,192.168.1.1,53,udp,dns,5.004645,78.0,0.0,S0,0,D,2,134,0,0,Benign
192.168.1.195,44465,192.168.1.1,53,udp,dns,5.004404,78.0,0.0,S0,0,D,2,134,0,0,Benign
192.168.1.195,40994,192.168.1.1,53,udp,dns,5.002899,78.0,0.0,S0,0,D,2,134,0,0,Benign
192.168.1.195,54016,185.244.25.235,6667,tcp,irc,32.959964,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,123,89.221.210.188,123,udp,,0.004744,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
192.168.1.195,54054,185.244.25.235,6667,tcp,,3.086988,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,54022,185.244.25.235,6667,tcp,irc,32.011732,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,54054,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,54265,192.168.1.1,53,udp,dns,5.001899,78.0,0.0,S0,0,D,2,134,0,0,Benign
192.168.1.195,54024,185.244.25.235,6667,tcp,irc,35.532508,62.0,269.0,S3,0,ShAdDaf,9,554,6,589,Malicious
192.168.1.195,56355,192.168.1.1,53,udp,dns,5.004648,78.0,0.0,S0,0,D,2,134,0,0,Benign
192.168.1.195,56912,192.168.1.1,53,udp,dns,5.003147,78.0,0.0,S0,0,D,2,134,0,0,Benign
192.168.1.195,35441,192.168.1.1,53,udp,dns,5.003902,78.0,0.0,S0,0,D,2,134,0,0,Benign
192.168.1.195,56074,192.168.1.1,53,udp,dns,5.003383,78.0,0.0,S0,0,D,2,134,0,0,Benign
192.168.1.195,54030,185.244.25.235,6667,tcp,irc,37.062116,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,54028,185.244.25.235,6667,tcp,irc,32.309809,62.0,269.0,S3,0,ShAdDaf,8,486,6,589,Malicious
192.168.1.195,48330,192.168.1.1,53,udp,dns,5.004647,78.0,0.0,S0,0,D,2,134,0,0,Benign
192.168.1.195,49714,192.168.1.1,53,udp,dns,5.003163,78.0,0.0,S0,0,D,2,134,0,0,Benign
192.168.1.195,53332,185.244.25.235,6667,tcp,irc,8415.408,2572.0,17210.0,S3,0,ShAdDaf,239,15563,289,32616,Malicious
192.168.1.195,54535,192.168.1.1,53,udp,dns,5.004384,78.0,0.0,S0,0,D,2,134,0,0,Benign
192.168.1.195,38067,192.168.1.1,53,udp,dns,5.002899,78.0,0.0,S0,0,D,2,134,0,0,Benign
192.168.1.195,54032,185.244.25.235,6667,tcp,irc,35.27988,62.0,269.0,S3,0,ShAdDaf,7,434,6,589,Malicious
192.168.1.195,50381,192.168.1.1,53,udp,dns,5.004149,78.0,0.0,S0,0,D,2,134,0,0,Benign
192.168.1.195,34639,192.168.1.1,53,udp,dns,5.003642,78.0,0.0,S0,0,D,2,134,0,0,Benign
192.168.1.195,54062,185.244.25.235,6667,tcp,,3.158208,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,54062,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,58263,192.168.1.1,53,udp,dns,5.003911,78.0,0.0,S0,0,D,2,134,0,0,Benign
192.168.1.195,54064,185.244.25.235,6667,tcp,,3.155691,0.0,0.0,S0,0,S,3,180,0,0,Malicious
192.168.1.195,47563,192.168.1.1,53,udp,dns,,,,S0,0,D,1,67,0,0,Benign
192.168.1.195,54064,185.244.25.235,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
192.168.1.195,53739,192.168.1.1,53,udp,dns,5.072367,78.0,103.0,SF,0,Dd,2,134,1,131,Benign
192.168.1.195,54042,185.244.25.235,6667,tcp,irc,32.259865,62.0,269.0,S3,0,ShAdDaf,8,486,6,589,Malicious
192.168.1.195,58604,192.168.1.1,53,udp,dns,5.005641,78.0,0.0,S0,0,D,2,134,0,0,Benign
192.168.1.195,59875,192.168.1.1,53,udp,dns,,,,S0,0,D,1,67,0,0,Benign
192.168.1.195,34066,192.168.1.1,53,udp,dns,5.072124,78.0,103.0,SF,0,Dd,2,134,1,131,Benign
192.168.1.195,41959,192.168.1.1,53,udp,dns,5.005655,78.0,0.0,S0,0,D,2,134,0,0,Benign
192.168.1.195,54068,185.244.25.235,6667,tcp,,3.084264,0.0,0.0,S0,0,S,3,180,0,0,Malicious
